epsilon, pop_size, DG, DG Fac, DG Runs, DG PSO, ODG, ODG Fac, ODG Runs, ODG PSO
0.001,10,1745736.9134782716,40,50,4.4605,1044868.9350366778,1000,31,9.03709375,1739451.324620194,1000,36,7.273279186151448,1133594.2221911354,1000,36,8.189070856541136,1259318.8297114135,500,50,7.91316
epsilon, pop_size, DG, DG Fac, DG Runs, DG PSO, ODG, ODG Fac, ODG Runs, ODG PSO
0.001,10,1711765.1189641296,40,50,4.403,1027642.6959517748,1000,31,9.0543125,1801228.4276409692,1000,36,7.222632428145595,1176811.7749355265,1000,36,8.147227533460804,1224081.2089053798,500,50,7.94816
epsilon, pop_size, DG, DG Fac, DG Runs, DG PSO, ODG, ODG Fac, ODG Runs, ODG PSO
0.001,10,1688300.4354712514,40,50,4.5195,1086267.8435911736,1000,31,9.056875,1755777.6246906908,1000,36,7.274892662783384,1186803.9557595039,1000,36,8.196414221187686,1232457.4864430218,500,50,7.95436
0.001,10,1672033.6796638758,40,50,4.492,995632.8260682501,1000,31,9.0378125,1510374.3765729188,1000,36,7.284354746082533,993094.1721568933,1000,36,8.13331670684734,1000379.5600424269,500,50,7.81868
0.001,10,1683993.8718751755,40,50,4.5565,974541.9635522622,1000,31,9.0349375,1643274.5748860152,1000,36,7.257609319878579,1003298.3495838123,1000,36,8.156732341286336,1148866.2451398985,500,50,7.8486
0.001,10,1737745.084873856,40,50,4.3815,1042599.9566984598,1000,31,9.01771875,1507589.0695353667,1000,36,7.244291300899718,975399.8134132756,1000,36,8.152686563028237,1033613.8082838663,500,50,7.86836
0.001,10,1657031.0062576355,40,50,4.537,894275.198965711,1000,31,9.01346875,1378289.536584293,1000,36,7.251456231027976,907749.7135229332,1000,36,8.14229500928312,930482.4676549961,500,50,7.85536
0.001,10,1665511.2848425286,40,50,4.4315,887237.2069028311,1000,31,9.06378125,1394687.9228625288,1000,36,7.262121585035688,918218.374531229,1000,36,8.111757696677474,933814.2240085746,500,50,7.791
0.001,10,1576584.5601615116,40,50,4.601,879119.2829832251,1000,31,9.02890625,1435903.175757089,1000,36,7.235868405939782,916181.7346723669,1000,36,8.122454069332447,972703.986853562,500,50,7.85024
0.001,10,1657704.0741520245,40,50,4.341,1013827.3918370635,1000,31,9.05128125,1469855.3344406479,1000,36,7.289769464271064,977206.6913381772,1000,36,8.170837143569706,1040190.1649016966,500,50,7.87916
0.001,10,1644357.7466962943,40,50,4.4585,962521.3507557164,1000,31,9.06909375,1519473.602787008,1000,36,7.303224218557716,1013389.1394170289,1000,36,8.174605813727934,1005450.2162033955,500,50,7.94096
0.001,10,1688190.0371470316,40,50,4.3985,979288.442034569,1000,31,9.0676875,1559795.6670774752,1000,36,7.316761014029042,1016274.8877768244,1000,36,8.164325103222767,1084030.494404628,500,50,7.83756
