epsilon, pop_size, DG, DG Fac, DG Runs, DG PSO, ODG, ODG Fac, ODG Runs, ODG PSO, Tree, Tree fac, Tree Runs, Tree PSO, Tree2, Tree2 fac, Tree2 Runs, Tree2 PSO
0.5,10,20.20129371436668,1,50,339.6,20.535359011523152,1,50,374.76,0.6798047648023808,1000,18,134.57127783639694,epsilon, pop_size, DG, DG Fac, DG Runs, DG PSO, ODG, ODG Fac, ODG Runs, ODG PSO, Tree, Tree fac, Tree Runs, Tree PSO, Tree2, Tree2 fac, Tree2 Runs, Tree2 PSO
epsilon, pop_size, DG, DG Fac, DG Runs, DG PSO, ODG, ODG Fac, ODG Runs, ODG PSO, Tree, Tree fac, Tree Runs, Tree PSO, Tree2, Tree2 fac, Tree2 Runs, Tree2 PSO
epsilon, pop_size, DG, DG Fac, DG Runs, DG PSO, ODG, ODG Fac, ODG Runs, ODG PSO, Tree, Tree fac, Tree Runs, Tree PSO, Tree2, Tree2 fac, Tree2 Runs, Tree2 PSO
0.001,25,20.520940889242098,1,50,9.36,20.22276283822008,1,50,8.84,11.559166417460263,1000,7,7.524411804705562,20.002418282954665,500,14,7.178966034647388,
0.001,25,20.39983941037798,1,50,9.04,20.597391696727748,1,50,9.0,14.770239988625276,1000,7,7.49639602883177,20.002237722446786,500,14,7.271859227936162,
0.001,25,20.310028141185754,1,50,7.12,20.328480738020307,1,50,9.42,7.454223346849258,1000,7,7.6138990888072895,20.002431021630454,500,14,7.264493247851589,
0.001,25,20.453051133269714,1,50,9.94,20.440760100919675,1,50,8.24,13.211115591287747,1000,7,7.437100503195975,20.002438425671222,500,14,7.266539353430637,
0.001,25,20.487428503212815,1,50,8.18,20.255478955819328,1,50,6.08,8.014129872017932,1000,7,7.5509315925472595,19.995575075595088,500,14,7.211840130950757,
0.001,25,20.33188727666154,1,50,5.72,20.3836060561291,1,50,9.74,19.667467375485394,1000,7,7.341901264789882,20.002232326920666,500,14,7.219888146228345,
0.001,25,20.348097686215834,1,50,7.56,20.435891363815042,1,50,9.48,19.14939867116617,1000,7,7.361077111383109,20.002504349405385,500,14,7.118128495430364,
0.001,25,20.30504869658244,1,50,4.26,20.239219684161917,1,50,6.9,6.708408827783135,1000,7,7.697402420780634,20.002015865028376,500,14,7.197380984858818,
0.001,25,20.233190132385953,1,50,8.34,20.231769653478768,1,50,8.08,14.535902996442466,1000,7,7.454916360669115,20.002602665890688,500,14,7.165461737825672,
0.001,25,20.411745922526542,1,50,5.86,20.20959991845025,1,50,6.48,8.29356218034842,1000,7,7.583027335781313,20.002071201966544,500,14,7.130132314827445,
0.001,25,20.429096250111364,1,50,9.12,20.397352341813214,1,50,10.64,7.685414761296965,1000,7,7.5813953488372094,20.002593851846193,500,14,7.274178147592416,
0.001,25,20.233969109952124,1,50,6.18,20.12551961936823,1,50,7.66,12.087304107843256,1000,7,7.588059295525635,20.0027463191948,500,14,7.363115536761697,
0.001,25,20.540054845081077,1,50,7.1,20.388051470122008,1,50,10.96,9.85182716336248,1000,7,7.510539915680675,20.002429247572035,500,14,7.196426135588596,
0.001,25,20.294927030734268,1,50,8.84,20.44945448910366,1,50,5.58,6.648272109461534,1000,7,7.5720114239086085,20.002468280793778,500,14,7.2222070658846,
0.001,25,20.15842845812227,1,50,7.28,20.37158695255951,1,50,10.22,14.179864646583896,1000,7,7.413708690330477,20.002300482252323,500,14,7.215250306915837,
0.001,25,20.289607930519963,1,50,9.72,20.40347168504129,1,50,8.78,16.358421489938664,1000,7,7.504147966816266,20.002420939632806,500,14,7.271995634974765,
0.001,25,20.2596057273349,1,50,5.58,20.20943563798625,1,50,7.34,13.19489762498342,1000,7,7.518563851489188,20.00239893096358,500,14,7.257127267767017,
0.001,25,20.184588680336663,1,50,8.58,20.443696456236136,1,50,12.48,9.217932413888086,1000,7,7.619747042023664,20.002572158388517,500,14,7.18633201473196,
0.001,50,20.61677092800726,1,50,10.48,20.292824783437275,1,50,8.42,19.986432717665924,1000,3,7.324346184955513,20.004693948035307,500,7,7.225413167163371,
0.001,50,20.37818295895728,1,50,5.06,20.311150601336827,1,50,8.02,19.997329087723795,1000,3,7.407387435966568,20.0049812329764,500,7,7.287185044703333,
0.001,50,20.273202022042035,1,50,5.3,20.43984351464393,1,50,11.02,20.001781046747958,1000,3,7.266918306821245,20.00499012798384,500,7,7.372256840964508,
0.001,50,20.311893918857418,1,50,8.34,20.339414836897323,1,50,5.94,19.9992013838403,1000,3,7.392558641143165,20.004642207145064,500,7,7.282308317529125,
0.001,50,20.342217178795003,1,50,8.02,20.628253904618987,1,50,8.24,19.993975827124633,1000,3,7.3548126179563225,20.00485233449128,500,7,7.390409103224059,
0.001,50,20.52793368590293,1,50,7.86,20.64980547498371,1,50,7.14,19.994148900423713,1000,3,7.274737125909949,20.00470090112702,500,7,7.3933893253860745,
0.001,50,20.495077074617942,1,50,9.14,20.394812766780078,1,50,10.02,19.999565508732953,1000,3,7.3763817740630895,20.004402549410667,500,7,7.343809265781631,
0.001,50,20.2486093571332,1,50,6.32,20.422555033056536,1,50,9.76,19.978215749241382,1000,3,7.456187651658129,20.005250734916117,500,7,7.173665673259279,
0.001,50,20.191765668631817,1,50,7.48,20.349734902165647,1,50,5.0,19.967537570161394,1000,3,7.501752493933675,20.004597917628846,500,7,7.303169872663235,
0.001,50,20.445282953336516,1,50,9.32,20.20645662204787,1,50,8.38,19.99457550526176,1000,3,7.305473173362092,20.00518948326,500,7,7.279599024654565,
0.001,50,20.496912820732877,1,50,8.12,20.676803713858927,1,50,8.96,19.99135252736565,1000,3,7.466433000808843,20.00540121202651,500,7,7.211866702790572,
0.001,50,20.18614294163613,1,50,5.02,20.245513772074986,1,50,5.86,19.98201583588056,1000,3,7.121056888649232,20.00521030167776,500,7,7.300460579788675,
0.001,50,20.462262516291577,1,50,7.38,20.461420947317837,1,50,9.24,19.99240507923308,1000,3,7.264491776759234,20.005759382946252,500,7,7.207531834191276,
0.001,50,20.601507541856883,1,50,8.94,20.422065826855945,1,50,9.32,19.995932698543967,1000,3,7.325694257212186,20.00515838495751,500,7,7.3329720942833925,
0.001,50,20.63625648509475,1,50,8.28,20.460524590732334,1,50,7.78,19.998443288376844,1000,3,7.2979239687247235,20.004741253238304,500,7,7.232999187212138,
0.001,50,20.298429487455795,1,50,7.76,20.319338706231267,1,50,10.26,19.99758551921592,1000,3,7.41277972499326,20.00478401667197,500,7,7.265781630994311,
0.001,50,20.25384991879294,1,50,7.88,20.354839614214505,1,50,7.54,19.99887486240277,1000,3,7.259908331086546,20.004866717248635,500,7,7.156326198862097,
0.001,50,20.415291479281077,1,50,10.56,20.432633544267894,1,50,8.46,19.975112467110467,1000,3,7.320301968185495,20.00485100882738,500,7,7.361690598753725,
0.001,50,20.345139364854752,1,50,9.46,20.395728521690938,1,50,9.4,19.99689058977542,1000,3,7.308438932326773,20.004741701084498,500,7,7.231102682199946,
0.001,50,20.559583752430655,1,50,7.3,20.334936845111958,1,50,11.06,19.932910924270015,1000,3,7.313291992450796,20.00425317621797,500,7,7.270387428881062,
0.001,50,20.24503315128822,1,50,5.34,20.249906878532457,1,50,5.86,19.99223775348664,1000,3,7.296575896468051,20.004278162036655,500,7,7.256299105933351,
0.001,50,20.48222890606332,1,50,9.18,20.32811100307948,1,50,7.86,19.999074244335944,1000,3,7.287948234025344,20.00467618462639,500,7,7.308588458412355,
0.001,50,20.6034539612978,1,50,8.68,20.35206467651451,1,50,6.04,19.92861995881749,1000,3,7.327311943920194,20.004980665503265,500,7,7.370360335952316,
0.001,50,20.57987625018639,1,50,9.46,20.25083727592677,1,50,8.04,19.988167598520974,1000,3,7.493394445942302,20.004948407046445,500,7,7.277702519642373,
0.001,50,20.36779501149886,1,50,7.54,20.29435024544947,1,50,9.04,19.999230805228812,1000,3,7.265031005661903,20.004471830992575,500,7,7.3627743159035495,
