epsilon, pop_size, DG, DG Fac, DG Runs, DG PSO, ODG, ODG Fac, ODG Runs, ODG PSO, Tree, Tree fac, Tree Runs, Tree PSO, Tree2, Tree2 fac, Tree2 Runs, Tree2 PSO
0.5,10,3217409668.072033,2,50,371.55,1553378693.8824606,50,50,342.1344,500458127.35171217,1000,18,134.07036152607319,epsilon, pop_size, DG, DG Fac, DG Runs, DG PSO, ODG, ODG Fac, ODG Runs, ODG PSO, Tree, Tree fac, Tree Runs, Tree PSO, Tree2, Tree2 fac, Tree2 Runs, Tree2 PSO
epsilon, pop_size, DG, DG Fac, DG Runs, DG PSO, ODG, ODG Fac, ODG Runs, ODG PSO, Tree, Tree fac, Tree Runs, Tree PSO, Tree2, Tree2 fac, Tree2 Runs, Tree2 PSO
epsilon, pop_size, DG, DG Fac, DG Runs, DG PSO, ODG, ODG Fac, ODG Runs, ODG PSO, Tree, Tree fac, Tree Runs, Tree PSO, Tree2, Tree2 fac, Tree2 Runs, Tree2 PSO
0.5,50,2070525645.8495474,2,50,9.71,1204429903.3808281,50,50,9.0244,765984821.7587095,1000,3,8.497438662712321,590929277.6495975,500,7,8.876998103494987,
0.1,10,6321453408.567322,2,50,9.87,1223263289.1740546,50,50,9.1444,579064180.0359374,1000,18,8.260565335702783,288562281.30862147,500,35,7.989124922522117,
0.1,10,3962582724.6939826,2,50,10.27,1717870257.607266,50,50,9.038,614888402.0057375,1000,18,8.28177930804687,569126163.843493,500,35,7.926466445032963,
0.1,10,3741574334.360324,2,50,11.01,1080444717.4034824,50,50,9.4876,602938690.0129541,1000,18,8.310712500694175,468149776.2196171,500,35,8.024792922747507,
0.1,20,1826393556.7368283,2,50,10.08,1772769202.8413088,50,50,8.1724,686559039.1754495,1000,9,8.407277893126434,420875815.43817705,500,18,8.25461741424802,
0.1,20,1159481238.2547853,2,50,10.62,1349419766.9335697,50,50,8.1852,611274515.7394341,1000,9,8.370451316795979,347302866.0087673,500,18,8.423812664907652,
0.1,20,1484188405.4106765,2,50,8.81,1169631587.1370096,50,50,9.3196,565983746.7932798,1000,9,8.39482023822533,677673475.4738839,500,18,8.329925241864556,
0.1,25,1827243723.137438,2,50,10.33,979520003.2998695,50,50,9.5012,499764293.11451054,1000,7,8.390724874201007,523553633.43575937,500,14,8.43336516164234,
0.1,25,1056347918.8063889,2,50,10.8,1431385518.7769563,50,50,9.3204,484889446.2366061,1000,7,8.430436556507548,548363378.9342078,500,14,8.581639612604011,
0.1,25,1308522274.9757328,2,50,11.11,1004932029.2753794,50,50,8.5032,512115612.3170321,1000,7,8.494764041887665,586106769.6852645,500,14,8.461465011594598,
0.1,50,1243989150.7418277,2,50,10.39,1635713708.6019604,50,50,9.114,711668968.7393787,1000,3,8.358317605823672,501913867.38083404,500,7,8.90978054727716,
0.1,50,1664161100.4807296,2,50,10.08,1304447571.0362308,50,50,8.3116,615232675.639698,1000,3,8.550552709625237,539442315.3134753,500,7,8.893253860742346,
0.1,50,1524571598.18542,2,50,10.0,1193656175.6282663,50,50,9.144,794977701.8626018,1000,3,8.40981396602858,618837740.7360644,500,7,8.841506366838255,
0.001,10,3081566269.776075,2,50,9.31,1157978160.0022168,50,50,9.6384,488523532.12655365,1000,18,8.333814627644804,369813456.1094463,500,35,7.927372098264593,
0.001,10,5643330095.797967,2,50,10.18,1188153045.4705572,50,50,8.6544,616871924.3088762,1000,18,8.301660465374576,604957748.49932,500,35,7.978870858688303,
0.001,10,1083696437.7441943,2,50,10.37,974298068.65332,50,50,9.5212,328336886.6663374,1000,18,8.30393735769423,764127851.4589796,500,35,8.020227631282397,
0.001,20,1376492710.324916,2,50,10.81,1234239635.065362,50,50,9.6964,497626143.8823992,1000,9,8.395257348923614,599065182.8666915,500,18,8.376759014951627,
0.001,20,1631702147.5642335,2,50,10.01,1315264353.1486924,50,50,9.4768,603972733.4453818,1000,9,8.315703201835865,686742179.9692638,500,18,8.273416886543536,
0.001,20,1121015711.0181875,2,50,10.63,1038917836.554678,50,50,8.2812,494540455.29963547,1000,9,8.460714675991694,540449118.263659,500,18,8.271987686895338,
0.001,25,1474806429.5207312,2,50,9.36,1597316327.0722497,50,50,9.1924,488145195.5393402,1000,7,8.427172582619338,424965218.58514595,500,14,8.420542900013642,
0.001,25,2770195369.6590858,2,50,9.81,1506499344.3394613,50,50,8.5572,693465339.0989852,1000,7,8.34421324629403,678729605.1711285,500,14,8.477833856226981,
0.001,25,11201520922.533615,2,50,9.86,1710700577.2832627,50,50,9.2188,561580939.3311754,1000,7,8.472324221406229,571158171.378104,500,14,8.445914609193835,
0.001,50,1749576743.2685611,2,50,9.78,1636728888.1541064,50,50,9.0612,774223053.9783709,1000,3,8.3928282555945,538769083.5919571,500,7,8.75101598482796,
0.001,50,1198480839.811585,2,50,10.47,1039904615.2576563,50,50,9.0968,773226116.3557277,1000,3,8.39929900242653,733854190.8822169,500,7,8.785153075047413,
0.001,50,1734282691.1427794,2,50,10.02,1540173590.3100302,50,50,8.6968,804904173.9239141,1000,3,8.299272040981396,618975088.0691319,500,7,8.756976429151992,
epsilon, pop_size, DG, DG Fac, DG Runs, DG PSO, ODG, ODG Fac, ODG Runs, ODG PSO, Tree, Tree fac, Tree Runs, Tree PSO, Tree2, Tree2 fac, Tree2 Runs, Tree2 PSO
0.001,10,6467650414.808253,2,50,10.04,1099310476.4431345,50,50,9.3772,414899229.69646406,1000,18,8.317820847448214,773072610.8466693,500,35,7.956107730448501,
0.001,10,4803553500.214499,2,50,9.51,900846294.7067934,50,50,9.92,585031621.9136171,1000,18,8.289998333981229,558190081.8593807,500,35,7.974137931034483,
0.001,10,1847240021.4574308,2,50,8.49,1040179965.0392835,50,50,9.0856,788997539.7130908,1000,18,8.252790581440552,476610200.4637877,500,35,7.951262114041019,
0.001,10,4814082660.086679,2,50,9.31,1435606261.0247726,50,50,8.466,582046529.1338607,1000,18,8.278225134669851,498470769.09735525,500,35,7.95560063105702,
0.001,10,2813976989.98722,2,50,10.09,897325039.7927246,50,50,8.8668,704440018.048087,1000,18,8.2923307602599,566129211.9731519,500,35,8.004000450755015,
0.001,10,3821160454.1435623,2,50,9.93,960809809.4852678,50,50,9.168,394997009.0984157,1000,18,8.33209307491531,448737084.7773932,500,35,7.977011494252873,
0.001,10,2163697403.7385783,2,50,10.17,990778795.0078459,50,50,9.8988,486535982.7404329,1000,18,8.347809185316821,546233711.3293916,500,35,8.05623168807753,
0.001,10,3403638355.7451515,2,50,10.52,1119024523.3937435,50,50,9.1568,504440147.95532906,1000,18,8.281612706169822,510413473.24508035,500,35,7.987829614604462,
0.001,10,2522710891.8036675,2,50,10.03,1245866778.953301,50,50,8.6604,529315035.8354557,1000,18,8.365802188037986,804916257.5281601,500,35,8.02789046653144,
0.001,10,3765452091.8944616,2,50,10.09,946505930.3205333,50,50,10.012,610896670.8327464,1000,18,8.253568056866774,673589446.7752019,500,35,7.965798963263467,
0.001,10,3601687600.0809693,2,50,10.18,712281510.1849284,50,50,9.1208,510414726.8412763,1000,18,8.214027878047427,482564190.4507369,500,35,7.915089024115393,
0.001,10,5781275707.265706,2,50,10.15,1010795953.9691482,50,50,8.8508,423859519.6773368,1000,18,8.290498139612373,487526259.92460465,500,35,7.973912553527158,
0.001,10,2634423651.1951413,2,50,8.81,1189655285.832883,50,50,9.6192,530311258.3703936,1000,18,8.334203365357917,905402830.5078461,500,35,8.00755014649538,
0.001,10,2771394121.0892835,2,50,9.69,1049455294.5992843,50,50,8.8356,499463998.2246872,1000,18,8.249847281612706,510419505.2521439,500,35,7.961178724363308,
0.001,10,3327385014.676354,2,50,10.22,1696189630.4726155,50,50,8.8384,423853174.411855,1000,18,8.268784361637142,607934492.762639,500,35,7.945740365111562,
0.001,10,3501023409.666271,2,50,10.54,764964610.7606164,50,50,9.4216,576079343.2161634,1000,18,8.258899316932304,540293975.2699841,500,35,8.06997971602434,
0.001,10,3565717464.9088597,2,50,9.44,1064447820.3599426,50,50,9.016,756162320.9197266,1000,18,8.303604153940134,439768208.8766737,500,35,7.959488393058373,
0.001,10,4268997852.4411564,2,50,9.48,2053870528.9126046,50,50,9.6584,654679390.3716778,1000,18,8.279502415727217,471604801.8718947,500,35,7.95509353166554,
0.001,10,2283810335.391797,2,50,10.35,1100903661.6559613,50,50,9.0084,408925477.0070202,1000,18,8.216415838285112,401960666.65931785,500,35,7.921568627450981,
0.001,10,2129494044.14294,2,50,9.38,1792947542.535099,50,50,9.0148,439773148.00176644,1000,18,8.259399122563448,401997405.9734054,500,35,7.898242055442867,
0.001,10,7166664279.236729,2,50,10.69,1537404926.8864021,50,50,8.9496,533300257.792025,1000,18,8.260065530071639,663631231.8860896,500,35,8.00146495379761,
0.001,10,6513566080.732637,2,50,10.08,1381219491.7666981,50,50,9.0296,600949586.2398099,1000,18,8.329705114677626,613882541.6550597,500,35,7.877732702276313,
0.001,10,3758830104.713291,2,50,10.61,968448012.4372487,50,50,9.2408,497475397.445805,1000,18,8.274615427333815,466653945.8373779,500,35,8.06242956952896,
0.001,10,1943120756.9091213,2,50,10.39,1098799144.8213365,50,50,8.966,522351113.4503525,1000,18,8.311767645915477,647716765.1143824,500,35,7.97070092404778,
0.001,10,3507076326.1810627,2,50,10.24,786086394.1574161,50,50,9.786,572096070.4008831,1000,18,8.249680679735658,626826181.6787483,500,35,7.948895650214109,
0.001,25,1872660186.521436,2,50,9.78,1442969959.363776,50,50,8.9016,426103635.9705165,1000,7,8.523867809057528,428885692.71700233,500,14,8.5427636066021,
0.001,25,1587935063.1728418,2,50,10.35,1602648776.2637844,50,50,8.9284,705578188.3186691,1000,7,8.421596627226982,685586295.482406,500,14,8.484927022234347,
0.001,25,1516905971.948871,2,50,10.11,926487045.7710278,50,50,9.4604,451308637.7962949,1000,7,8.486060111519107,437851885.3615826,500,14,8.489974082662666,
0.001,25,1202043476.4653182,2,50,10.73,1230954995.5007362,50,50,9.4884,740386020.8080664,1000,7,8.361757105943152,635627257.4216049,500,14,8.438275815032055,
0.001,25,1847003967.4708223,2,50,10.3,1191423244.9802134,50,50,9.4784,505848561.564106,1000,7,8.439548483612132,461778268.9199171,500,14,8.519983631155368,
0.001,25,3230527588.63477,2,50,9.15,1483319162.0773323,50,50,8.462,502775915.50829864,1000,7,8.416836665306677,444815529.3083542,500,14,8.356977220024554,
0.001,25,2202841036.319849,2,50,9.78,1031356812.1654732,50,50,9.0704,568169799.0221212,1000,7,8.390860873113015,671769263.8314085,500,14,8.549311144455054,
0.001,25,2086184194.102754,2,50,9.08,878892232.9743627,50,50,9.0576,373254777.95293707,1000,7,8.38718890248878,473775634.5013145,500,14,8.446323830309645,
0.001,25,1781516110.9584908,2,50,10.07,1413037372.5861933,50,50,8.9232,765278734.7777699,1000,7,8.368149054807562,439788748.8190008,500,14,8.502250716136952,
0.001,25,1871754032.2907283,2,50,9.99,934787953.1759361,50,50,9.1832,648481489.0797067,1000,7,8.505915952672378,622921184.6676573,500,14,8.413858955122084,
0.001,25,1371729847.5392067,2,50,10.34,1242635222.769944,50,50,8.7936,432348799.29226327,1000,7,8.462124303005575,423966908.8725522,500,14,8.408402673577957,
0.001,25,965042576.2723296,2,50,10.29,1119956386.3947234,50,50,8.448,666959233.9870259,1000,7,8.351149190806474,521886618.9887917,500,14,8.480289182921839,
0.001,25,2890073169.0746455,2,50,10.28,1148529553.8784988,50,50,9.122,530413464.2128501,1000,7,8.36420508635931,569153879.1218446,500,14,8.42013367889783,
0.001,25,2116661880.8340423,2,50,10.66,986140258.1514335,50,50,9.2668,673737754.7629745,1000,7,8.469604243166055,419914061.73214537,500,14,8.419860864820624,
0.001,25,1265192442.6132073,2,50,9.42,1067817591.5240092,50,50,9.504,706827114.85447,1000,7,8.408404732762138,491565007.68350023,500,14,8.417814759241576,
0.001,25,1007734237.8832624,2,50,9.17,1114553983.15979,50,50,9.6676,482910127.0977083,1000,7,8.376444988440092,412926693.9352794,500,14,8.459282498976947,
0.001,25,1741368473.661582,2,50,10.93,609317734.1389759,50,50,8.9108,516554284.69473404,1000,7,8.421732626138992,476731915.60466146,500,14,8.505797299140635,
0.001,25,1615945085.9460595,2,50,8.98,1127706380.402507,50,50,9.052,634943657.2985663,1000,7,8.344485244118047,700070739.5890783,500,14,8.425317146364753,
0.001,25,1481598166.7900972,2,50,9.74,1445644167.4541607,50,50,9.4968,605447583.5383167,1000,7,8.359717122263023,662931037.1062998,500,14,8.32096576183331,
0.001,25,1172520052.885197,2,50,10.37,1284736153.1639495,50,50,9.8148,519438426.3106711,1000,7,8.459268325853394,560231135.0600436,500,14,8.578911471831946,
0.001,25,2039786872.7112336,2,50,9.8,1964132362.0508304,50,50,9.0256,473029740.892951,1000,7,8.417380660954713,703446197.6222236,500,14,8.408402673577957,
0.001,25,1756138328.812536,2,50,9.09,1007425134.8136948,50,50,9.03,534423222.7559029,1000,7,8.40718074255406,470631749.86751,500,14,8.471422725412632,
0.001,25,2405648047.9552794,2,50,10.51,656768196.0971864,50,50,9.246,525474931.7386636,1000,7,8.488236094111247,455731759.7933248,500,14,8.531305415359432,
0.001,25,1639710861.2710655,2,50,10.54,892637977.8066965,50,50,8.6784,451805873.7505779,1000,7,8.393988848089215,388076131.59055215,500,14,8.436229709453007,
0.001,25,1075008460.3006778,2,50,9.63,974246735.9516587,50,50,9.6552,559520113.4860969,1000,7,8.40922072623419,506488147.7462141,500,14,8.382758150320557,
0.001,50,1112379171.7679722,2,50,10.41,1173384106.3551967,50,50,9.3064,730816814.5535386,1000,3,8.247236451873821,474937657.68675095,500,7,8.742617176916825,
0.001,50,1904441390.0732245,2,50,10.51,1048680741.9143705,50,50,9.1808,821323995.7146952,1000,3,8.369641412779725,440904140.9000282,500,7,8.855865619073422,
0.001,50,1343695399.6005514,2,50,9.59,853357641.063632,50,50,9.2908,662834283.6545004,1000,3,8.46562415745484,531809313.40795964,500,7,8.820373882416689,
0.001,50,1687179348.934897,2,50,9.4,724960341.691476,50,50,9.1988,912436607.588267,1000,3,8.461849555136155,604839357.9860253,500,7,8.805472771606611,
0.001,50,1263389508.5134912,2,50,9.38,1178030688.1679046,50,50,8.652,717024414.0305842,1000,3,8.401455918037207,636300602.2314712,500,7,8.867786507721485,
0.001,50,2264739522.490215,2,50,10.57,1139425269.6842403,50,50,9.194,672442004.5333235,1000,3,8.22431922351038,470859442.0168179,500,7,8.772961257111893,
0.001,50,2198231228.9306445,2,50,10.72,954393307.2471159,50,50,9.3576,582344181.5912963,1000,3,8.436775411162039,596335681.153371,500,7,8.824166892441072,
0.001,50,2240531269.0404434,2,50,9.08,1563340246.4836411,50,50,8.93,541847289.3807884,1000,3,8.456187651658128,430853462.27064323,500,7,8.826063397453265,
0.001,50,932676930.5343578,2,50,9.05,751444906.2506407,50,50,9.2844,665097046.4686663,1000,3,8.268266379077918,640155016.9014881,500,7,8.707396369547547,
0.001,50,1378723841.6649196,2,50,10.12,684913978.8133613,50,50,9.2256,1024848244.418106,1000,3,8.364518738204367,658964691.6837853,500,7,8.820373882416689,
0.001,50,1070202276.0576868,2,50,9.49,1452790091.0232089,50,50,8.9184,734135934.5176563,1000,3,8.469129145322189,537185406.1507345,500,7,8.75643457057708,
0.001,50,1453528260.0606706,2,50,9.98,1025466367.0842843,50,50,9.3996,662778291.5769391,1000,3,8.276085198166621,313917418.24072593,500,7,8.677865077214847,
0.001,50,2248048442.00839,2,50,9.64,1220912119.9877014,50,50,9.224,632856306.9940411,1000,3,8.337557293070908,465983764.6180124,500,7,8.850176104036846,
0.001,50,1514397105.9135783,2,50,9.07,1730923608.0435221,50,50,9.262,642762386.2393535,1000,3,8.407387435966568,399720554.8333879,500,7,8.760769439176375,
0.001,50,1572188032.8955162,2,50,10.41,1652837875.644133,50,50,8.7424,881221463.6061556,1000,3,8.350229172283635,572520434.2820426,500,7,8.7550799241398,
0.001,50,1157153290.6594923,2,50,10.57,1063263004.8452387,50,50,9.0404,674417377.2142155,1000,3,8.33701806416824,514613654.68812376,500,7,8.73421836900569,
0.001,50,1319122292.0578082,2,50,10.27,1539300976.0129287,50,50,9.3504,812571659.1626978,1000,3,8.40226476139121,580244076.9759179,500,7,8.78732050934706,
0.001,50,1396866139.3379474,2,50,10.53,655004614.3377179,50,50,9.1496,888841647.6767604,1000,3,8.361552979239688,457004244.64792544,500,7,8.701435925223517,
0.001,50,1862675983.5136414,2,50,10.2,1016962619.2321786,50,50,9.5488,620370173.2000498,1000,3,8.28066864383931,522797569.86935663,500,7,8.714169601733948,
0.001,50,1671271485.3227155,2,50,10.37,1471719324.5900917,50,50,8.9936,506404591.21181065,1000,3,8.354003774602319,517418216.6028092,500,7,8.746681116228665,
0.001,50,1744386554.7146828,2,50,10.99,696598987.1313498,50,50,8.8696,936236555.8846028,1000,3,8.466702615260179,661844202.4443033,500,7,8.899485234353834,
0.001,50,1607588040.7178042,2,50,9.66,1597771008.5614498,50,50,9.364,847981047.2560948,1000,3,8.413049339444594,507183028.43469507,500,7,8.797344892982931,
0.001,50,1567338567.4478424,2,50,9.81,725726757.5483589,50,50,8.8308,632523253.2720959,1000,3,8.613103262334862,596830293.994994,500,7,8.858574911947981,
0.001,50,2736237474.580787,2,50,10.31,1141939232.1476054,50,50,8.9272,589922740.7863901,1000,3,8.382582906443785,472146711.4424828,500,7,8.793010024383635,
0.001,50,1681097530.6343896,2,50,9.88,829052991.21785,50,50,9.7252,796267025.3294156,1000,3,8.377999460771097,669725007.7302166,500,7,8.72067190463289,
