0, 219176407.75417367
1, 24622682.117740408
2, 10915912.046872742
3, 7482565.053427547
4, 5833903.006996597
5, 5090950.601177701
6, 4465056.892686943
7, 3935575.550218399
8, 3607060.102822945
9, 3316988.310915304
10, 3109119.6477563507
11, 2923007.7845571754
12, 2780187.889243949
13, 2611880.132495147
14, 2445688.111853801
15, 2307365.7914595217
16, 2203558.9276919616
17, 2095169.6559812601
18, 1994847.624123751
0, 122612145.2697353
1, 18743529.33469578
2, 9471863.934961392
3, 6262608.991813341
4, 4905691.423367603
5, 4131029.514086039
6, 3522979.5309448293
7, 3207105.999286274
8, 2894921.227671216
9, 2650016.874136643
10, 2440656.7903384697
11, 2277187.3210057397
12, 2138669.2539800666
13, 2027999.7197914005
14, 1918699.1939590042
15, 1829549.1543541318
16, 1749716.6722051806
17, 1684621.2401898643
18, 1614895.646297731
0, 169516476.6405502
1, 15543169.834719194
2, 7638595.823089722
3, 5349917.683091198
4, 4368787.04539792
5, 3665401.1651650616
6, 3238231.002398129
7, 2900745.6948567866
8, 2647548.2605493977
9, 2435572.8835451263
10, 2250809.946802389
11, 2097840.096123273
12, 1966959.18706246
13, 1848186.579001442
14, 1753605.936044446
15, 1669151.3545878152
16, 1599431.678252778
17, 1532876.3061896118
18, 1476556.0216742915
0, 142272165.79024085
1, 20129375.061164882
2, 8933422.380178325
3, 6367567.158899772
4, 5012075.16242648
5, 4160243.7562171095
6, 3647482.095763725
7, 3207888.54276774
8, 2936501.3072461537
9, 2726507.1379517172
10, 2549412.443678879
11, 2379527.7409861465
12, 2242333.192918214
13, 2126607.6934474683
14, 2017745.5823265978
15, 1919605.4851326705
16, 1839196.7525006204
17, 1758742.5464886993
18, 1686918.915343952
0, 164956897.73497382
1, 23585115.919813838
2, 9316967.638162235
3, 6608256.120355243
4, 5216545.729433525
5, 4434905.437986861
6, 3908657.488272842
7, 3548403.549294368
8, 3281470.5563386893
9, 3050172.6196293514
10, 2859493.62541024
11, 2699557.8029555855
12, 2543540.201173025
13, 2421688.29599184
14, 2302598.3241889873
15, 2204001.0637422367
16, 2107359.231210486
17, 2020361.273857013
18, 1955149.1586171782
0, 152169998.0788116
1, 21044738.10006512
2, 8840677.739601128
